CHR Start Stop Strand
1 179188260 179188559 +1
14 102624879 102625174 -1
17 75807455 75807752 -1
8 128003374 128003632 -1
1 8592266 8592571 -1
11 117053671 117053945 -1
11 46575178 46575470 +1
13 40919857 40920160 -1
16 67623358 67623647 +1
19 24090443 24090735 -1
19 36606347 36606662 -1
2 23941790 23942099 +1
6 3020504 3020622 -1
8 94543203 94543424 +1
1 150630805 150631107 +1
1 201961061 201961366 -1
10 102896075 102896350 +1
11 83076457 83076760 -1
7 28051219 28051510 -1
12 123238988 123239279 +1
19 58275901 58276204 +1
2 47887003 47887295 +1
1 201960117 201960411 +1
20 38937684 38937971 +1
19 47137114 47137415 +1
6 4788207 4788502 +1
1 150340827 150341134 +1
10 124954446 124954747 -1
11 66678708 66679006 +1
5 34196134 34196437 -1
9 130592534 130592819 -1
16 89491757 89492042 -1
19 57806347 57806634 +1
20 5110287 5110578 -1
5 132422228 132422537 -1
1 154174563 154174793 -1
17 47628963 47629217 +1
17 80292088 80292367 -1
2 31998018 31998312 -1
4 39891827 39892120 +1
6 17617564 17617873 +1
7 29251171 29251456 +1
16 71722149 71722451 +1
17 44178473 44178766 -1
 "X" 74275286 74275495 -1
17 44054311 44054601 -1
9 129913867 129914155 -1
12 112064220 112064527 -1
14 54996331 54996611 +1
17 39388174 39388470 +1
2 53943559 53943867 +1
5 139616899 139617195 +1
1 202904035 202904303 -1
14 102609857 102610150 +1
8 127914815 127915124 -1
7 148743622 148743931 +1
8 6837634 6837909 -1
19 40200012 40200311 +1
12 53445069 53445364 +1
16 3297022 3297316 +1
3 9484376 9484671 -1
7 129842997 129843298 -1
8 73873374 73873667 +1
12 96025548 96025843 +1
19 46780343 46780657 -1
8 63202462 63202762 -1
1 22026265 22026574 -1
10 68760586 68760893 +1
16 3393256 3393524 -1
18 54216785 54217115 +1
19 3496010 3496311 -1
20 36936676 36936857 -1
 "X" 48548112 48548415 -1
3 50025901 50026075 +1
3 47729902 47730195 +1
8 26644310 26644603 -1
15 64471081 64471376 +1
2 31999380 31999674 +1
3 57554963 57555265 +1
2 207535794 207536109 -1
4 39701745 39702060 -1
5 179546948 179547242 -1
7 66157515 66157806 +1
16 74577608 74577899 -1
16 89808910 89809205 -1
17 32397323 32397618 +1
20 48946801 48947046 -1
6 34330515 34330830 +1
9 134137400 134137694 +1
 "X" 123863168 123863465 +1
1 109422482 109422768 -1
13 30301876 30302172 -1
16 23953886 23954248 -1
5 132951522 132951826 -1
8 56194052 56194346 +1
9 131400080 131400306 -1
1 24774788 24775088 +1
10 89721394 89721694 +1
11 43786937 43787241 -1
15 74639430 74639734 +1
5 139304224 139304518 +1
7 56052778 56053074 -1
8 128016913 128017034 +1
 "X" 45838630 45838893 +1
16 78445636 78445876 +1
22 21795458 21795748 -1
12 53176734 53177030 -1
10 73487780 73488055 -1
7 152401408 152401715 +1
1 151066164 151066436 -1
1 30947871 30948147 -1
1 151199330 151199631 +1
19 12713745 12714047 +1
15 41391337 41391627 +1
2 61156601 61156903 +1
7 32883088 32883405 +1
7 6107985 6108216 +1
1 151082742 151083000 +1
13 32619802 32620098 -1
2 61146553 61146863 +1
4 86644926 86645211 +1
8 6836932 6837238 +1
1 150401206 150401497 +1
1 24824275 24824567 -1
1 31056793 31057092 -1
12 132091370 132091674 -1
13 45328046 45328343 -1
16 67551216 67551481 -1
21 42985288 42985634 -1
22 41272812 41273094 -1
21 46269119 46269419 -1
17 45027060 45027338 +1
22 21724568 21724874 -1
15 64467565 64467858 +1
20 47512875 47513194 +1
13 32628274 32628567 +1
17 75800069 75800366 -1
3 37313965 37314260 -1
7 100362509 100362807 -1
7 130900330 130900510 +1
14 68056156 68056446 -1
16 74324481 74324778 +1
2 31975887 31976060 -1
4 139122487 139122800 -1
 "X" 47154443 47154740 -1
17 43321152 43321455 +1
19 16643408 16643696 -1
4 2640685 2640976 +1
12 123236806 123237103 +1
15 50745154 50745448 -1
17 28722282 28722476 -1
19 49489217 49489480 +1
3 49038398 49038716 -1
4 98875569 98875852 +1
11 57559330 57559623 +1
1 153908945 153909215 +1
11 9294213 9294505 +1
16 89688818 89689116 +1
19 9647570 9647866 +1
2 65093972 65094269 -1
 "X" 48735540 48735794 -1
4 1886199 1886506 -1
7 64560103 64560413 -1
12 53668736 53669038 +1
15 58922094 58922399 +1
15 85385823 85386124 -1
16 200902 201188 +1
5 79633432 79633714 -1
6 24708355 24708637 -1
7 40125493 40125807 -1
1 1884132 1884374 -1
1 20752300 20752589 -1
1 45594543 45594794 -1
10 87097288 87097602 +1
11 63705205 63705480 +1
17 4355119 4355291 -1
17 63787557 63787857 +1
6 151419423 151419690 +1
16 24960861 24961162 -1
2 174216015 174216328 +1
11 66633531 66633833 +1
12 109940597 109940880 +1
4 67469344 67469640 -1
8 124540887 124541189 +1
1 32815067 32815375 +1
11 119016005 119016279 +1
13 28197990 28198302 +1
2 47878696 47878986 +1
5 131764307 131764604 -1
11 47231513 47231795 -1
17 42007529 42007825 -1
19 15391841 15392133 -1
5 134163507 134163817 +1
17 76337600 76337903 -1
18 62108597 62108887 -1
19 18270658 18270819 -1
5 81975399 81975693 +1
1 65025665 65025978 -1
11 9290836 9291135 +1
16 74576924 74577212 -1
19 52731080 52731354 -1
8 52696721 52697028 +1
7 75070877 75071155 -1
1 21158169 21158475 -1
11 46627799 46628114 +1
14 34612443 34612733 -1
19 21185448 21185760 -1
19 37763300 37763588 +1
2 127334439 127334745 -1
3 170123857 170124147 -1
9 32473286 32473584 -1
13 113298860 113299154 +1
14 103494644 103494892 -1
16 196125 196435 +1
16 48294483 48294733 +1
16 8816125 8816425 -1
19 21105672 21105966 +1
3 113770395 113770692 +1
12 50457935 50458234 -1
22 40845947 40846235 -1
8 23058491 23058783 -1
9 33868985 33869276 +1
10 68057352 68057638 +1
17 50724241 50724540 +1
11 66679274 66679584 -1
12 6933210 6933488 -1
13 24440125 24440431 +1
16 24150048 24150350 +1
17 59876865 59877158 -1
2 151418213 151418502 -1
2 24327316 24327597 -1
2 26361653 26361956 -1
8 85111096 85111389 +1
1 42300493 42300787 +1
1 51505876 51506186 -1
12 56306824 56307072 -1
14 71342003 71342319 -1
2 23986924 23987109 +1
20 62384369 62384674 -1
5 139274655 139274931 +1
12 71846755 71847057 -1
4 780187 780489 -1
5 138532941 138533233 -1
8 118029159 118029420 +1
1 211817826 211818134 -1
1 30985371 30985669 +1
14 103495188 103495492 +1
8 118031239 118031537 +1
17 7902138 7902450 +1
20 32373584 32373877 +1
12 111094506 111094789 -1
17 30787717 30788008 +1
3 196714463 196714757 -1
 "X" 123901180 123901388 +1
10 32270998 32271288 -1
16 213417 213703 -1
20 34796338 34796600 +1
6 89811434 89811743 -1
7 66874218 66874507 +1
10 119053429 119053735 +1
11 65439978 65440104 +1
12 120544375 120544667 +1
16 74588959 74589272 +1
17 30907574 30907866 +1
17 35063173 35063485 +1
19 19669497 19669781 -1
2 224535195 224535469 -1
 "X" 77769813 77770091 +1
2 32116978 32117282 +1
22 41855755 41856061 -1
19 45727936 45728225 -1
2 32368665 32368946 -1
1 247887218 247887530 -1
16 67047786 67048082 +1
16 25297799 25298077 +1
14 91469588 91469863 -1
16 74664125 74664242 -1
16 75317828 75318154 +1
17 75798785 75799085 +1
21 25935559 25935861 +1
1 235313056 235313323 -1
10 86465178 86465505 -1
11 117051521 117051828 -1
12 110497608 110497937 +1
12 68637315 68637628 +1
18 58893385 58893679 +1
20 37084501 37084726 +1
7 5520872 5521037 -1
1 155924229 155924487 -1
1 162519896 162520192 -1
10 119044932 119045244 -1
10 124786527 124786839 +1
16 74299388 74299693 -1
3 61823186 61823486 -1
6 110897459 110897742 -1
1 179173358 179173649 -1
1 26757670 26757937 -1
11 65269200 65269515 +1
14 101967558 101967834 +1
17 75179247 75179545 +1
19 16322137 16322446 -1
19 47185295 47185604 -1
4 67517555 67517844 +1
8 42895033 42895307 +1
9 130718035 130718341 +1
16 89515257 89515565 -1
1 151434325 151434497 +1
19 40706989 40707292 +1
8 38300967 38301270 -1
2 61516924 61517200 -1
5 134847705 134848002 -1
6 38002396 38002691 +1
1 65037626 65037893 +1
12 109987472 109987767 -1
12 49431754 49431967 +1
12 56352985 56353279 -1
13 45326597 45326889 +1
2 121656452 121656744 +1
20 35719421 35719682 +1
7 77748477 77748784 -1
9 33037411 33037700 +1
14 24168034 24168330 +1
19 57709690 57709986 -1
7 32875276 32875571 -1
1 204552004 204552305 +1
1 21166769 21167082 -1
15 89877566 89877823 +1
9 33314394 33314693 +1
12 57358372 57358660 +1
11 3789770 3790082 -1
12 948417 948657 +1
15 35187703 35187993 +1
19 16597718 16598024 -1
20 63921785 63922078 -1
1 39854848 39855151 -1
12 2902864 2903159 -1
14 102635222 102635513 +1
16 25263721 25263990 -1
3 49061570 49061862 +1
7 69774130 69774407 +1
2 151431513 151431779 +1
2 31961074 31961363 +1
21 16247715 16248014 +1
7 23509751 23510059 +1
16 74592158 74592429 -1
2 37101980 37102251 +1
10 5900815 5901124 +1
5 61378897 61379212 +1
6 73476790 73477086 -1
16 53077797 53078096 +1
1 179859826 179860134 -1
10 94563104 94563390 -1
19 36217055 36217362 -1
1 36308702 36308970 +1
14 67670567 67670825 -1
15 92911456 92911734 +1
16 89715684 89715971 -1
6 88839289 88839587 +1
11 65458246 65458542 -1
2 25975158 25975450 -1
8 102853222 102853519 +1
1 19215678 19215988 -1
1 226169740 226170040 +1
12 51167777 51168086 +1
15 76934142 76934441 -1
19 10165400 10165692 -1
19 45856834 45857126 +1
2 127843826 127844126 +1
2 135718478 135718780 -1
7 139056400 139056706 -1
17 81632913 81633153 +1
8 117962470 117962750 +1
1 25468834 25469141 -1
10 63231511 63231823 +1
17 16235435 16235752 -1
17 7490396 7490632 +1
4 145169488 145169771 -1
6 159724577 159724875 +1
 "X" 74224997 74225256 +1
1 38996096 38996375 -1
1 77676179 77676466 -1
11 73522730 73523037 +1
12 93385976 93386272 -1
14 102150209 102150478 +1
14 23026454 23026749 -1
15 75462269 75462569 -1
19 14485371 14485685 +1
4 15673159 15673459 +1
5 61341873 61342178 -1
6 43429622 43429951 +1
1 22067317 22067640 -1
1 39036720 39037011 -1
11 65442603 65442894 +1
12 50014569 50014774 -1
13 72811320 72811619 +1
16 31195443 31195735 -1
5 98923973 98924275 +1
1 10254943 10255247 -1
1 45696499 45696801 +1
16 23470481 23470776 +1
16 83810553 83810825 +1
17 51116483 51116768 +1
19 46873349 46873650 +1
2 238074022 238074319 +1
2 96845826 96846114 +1
22 17625272 17625567 -1
22 28467140 28467430 +1
3 32750211 32750503 +1
6 34379732 34380015 +1
8 12573234 12573519 -1
10 101810745 101810978 -1
2 200883764 200884051 -1
16 2477295 2477585 +1
 "X" 73991860 73992143 -1
1 8798112 8798428 +1
22 41864673 41864960 +1
1 151205166 151205473 -1
1 34997299 34997604 -1
10 101801108 101801417 +1
12 12458690 12458990 +1
6 72689991 72690231 +1
11 9415035 9415337 +1
12 50164258 50164444 +1
16 50105543 50105870 -1
17 30902860 30903158 +1
3 49321711 49322015 +1
8 102867264 102867558 -1
1 150612996 150613279 +1
16 88780679 88780975 +1
16 89977041 89977331 +1
3 129190027 129190230 +1
1 155735293 155735602 +1
1 21688218 21688516 -1
1 32113109 32113397 +1
10 28551819 28552115 -1
10 96875102 96875387 +1
12 122513839 122514036 +1
2 241712747 241713028 +1
2 61528352 61528668 +1
7 4787210 4787498 +1
 "X" 139888812 139889107 -1
11 47226269 47226572 -1
19 45013551 45013862 +1
2 202226871 202227100 +1
2 61511747 61512067 -1
8 127809189 127809492 -1
22 17745396 17745666 +1
5 40830500 40830793 -1
11 3698445 3698751 +1
14 63538257 63538552 -1
2 37204270 37204575 -1
12 64407212 64407499 +1
13 40645800 40646083 +1
17 32447868 32448178 -1
19 19191342 19191519 +1
1 109418605 109418733 -1
1 230094016 230094163 -1
16 30657117 30657427 +1
17 47155672 47155963 +1
17 76730009 76730302 +1
19 44298389 44298695 -1
2 26048606 26048880 +1
4 82420917 82421240 +1
5 173893989 173894280 -1
7 101834729 101834995 +1
 "X" 77849588 77849906 +1
1 155423298 155423568 +1
1 205117384 205117690 +1
10 101983273 101983546 -1
10 68523477 68523774 -1
19 11009007 11009319 -1
20 34437308 34437606 -1
3 44496165 44496468 -1
4 25381306 25381611 -1
7 5709745 5710047 -1
19 42297912 42298206 +1
16 2095127 2095435 +1
19 52645524 52645841 +1
10 26718478 26718779 +1
2 61145418 61145722 -1
 "X" 44886065 44886347 -1
1 21132782 21133083 -1
1 35337076 35337362 +1
20 38988347 38988649 +1
20 50842968 50843256 -1
3 47697302 47697601 -1
1 235125742 235126055 -1
11 47227859 47228160 +1
17 82530208 82530414 +1
19 34442441 34442730 -1
2 202420967 202421257 +1
4 40230049 40230337 -1
4 73223969 73224253 +1
6 75616878 75617178 -1
8 119815280 119815574 -1
 "X" 136876716 136877011 -1
1 151124149 151124446 -1
11 68806350 68806651 +1
16 74641642 74641954 +1
17 7684116 7684414 +1
5 62350265 62350574 -1
8 117916634 117916933 +1
1 65026682 65026962 +1
10 842199 842495 -1
10 916715 916995 -1
17 41783285 41783592 -1
12 103971281 103971587 +1
12 53297147 53297450 +1
14 71440031 71440318 -1
1 16324536 16324845 +1
15 50683453 50683758 +1
15 84745436 84745721 -1
3 122432799 122433078 +1
3 186972239 186972549 -1
7 1165490 1165799 +1
1 150360669 150360842 -1
1 154162088 154162385 +1
11 65441331 65441464 -1
12 49508211 49508516 -1
14 45116573 45116875 +1
16 88717851 88718074 +1
17 66383709 66383962 +1
19 45006210 45006502 -1
20 43464534 43464823 +1
4 84962671 84962973 -1
5 177166265 177166557 +1
1 156323024 156323326 +1
1 28509305 28509538 -1
10 32282248 32282533 +1
12 50511667 50511971 +1
12 68810856 68811164 -1
18 2660046 2660355 +1
2 135076987 135077268 +1
2 200851882 200852163 +1
4 87072509 87072831 -1
6 136256421 136256669 +1
9 87541265 87541567 +1
1 153884750 153885056 -1
12 53470103 53470402 +1
14 69195234 69195495 -1
19 16632535 16632831 -1
9 33958866 33959165 +1
1 155503753 155504022 -1
1 32659278 32659585 +1
16 30565355 30565640 +1
2 68461771 68462064 +1
20 50877783 50878089 +1
3 63923524 63923814 +1
5 126788355 126788656 +1
9 95890673 95890934 -1
11 90314221 90314496 -1
12 112468781 112469078 +1
19 5637371 5637675 +1
7 23519111 23519391 +1
7 5417186 5417498 +1
1 10096758 10097054 +1
10 63448174 63448456 -1
10 63473253 63473546 -1
17 62476301 62476580 +1
2 26036791 26037074 -1
9 124716622 124716936 -1
1 10255307 10255610 +1
1 64992098 64992399 +1
12 110448394 110448666 +1
14 34594815 34595119 +1
14 92120649 92120851 -1
19 7487431 7487721 -1
22 46172348 46172631 +1
3 49963895 49964203 -1
17 75943948 75944249 +1
1 10460262 10460518 -1
9 33991002 33991305 +1
11 124787838 124788097 +1
19 1590347 1590627 +1
3 136748109 136748379 +1
3 179670996 179671242 +1
6 34367199 34367506 +1
7 66153778 66154070 +1
10 21671507 21671784 +1
11 64307891 64308154 -1
5 146162836 146163106 -1
1 28335540 28335837 +1
17 28789200 28789492 -1
2 53780501 53780802 +1
7 116966237 116966550 -1
1 185057852 185058126 +1
10 68392016 68392329 -1
12 57404416 57404726 +1
17 76724126 76724420 -1
2 207536707 207536999 +1
2 232744527 232744832 -1
2 55296902 55297197 +1
22 31640199 31640495 -1
4 48857871 48858150 +1
5 139303478 139303749 +1
7 99377620 99377928 -1
1 179073305 179073622 -1
1 212756537 212756844 +1
12 120289357 120289510 -1
13 19781180 19781368 -1
17 51225785 51226078 -1
2 37151796 37152072 +1
3 155850618 155850911 -1
4 73193649 73193950 +1
5 140501465 140501759 +1
7 40023093 40023363 -1
 "X" 24165117 24165418 -1
1 45667761 45668027 -1
12 98548838 98549143 +1
2 36899904 36900183 -1
2 44211742 44212047 -1
1 151085963 151086257 +1
4 55412967 55413262 -1
12 53536279 53536575 -1
8 125094843 125095140 -1
1 20782301 20782612 +1
1 36376802 36377070 -1
11 62739628 62739928 -1
16 74589994 74590298 -1
1 220116751 220117045 -1
12 64498673 64498968 +1
19 4426808 4427104 +1
19 49331203 49331481 -1
3 53249295 53249607 +1
7 5521037 5521332 -1
7 75883238 75883533 +1
8 93722417 93722713 +1
9 91350972 91351266 -1
 "X" 16606767 16607050 -1
11 47842707 47843008 +1
15 50366753 50367056 -1
15 92910399 92910695 -1
17 4347462 4347775 -1
3 49918415 49918711 -1
7 5332154 5332446 +1
7 5435101 5435388 -1
9 36474859 36475164 +1
9 88471828 88472099 -1
1 65036905 65037220 +1
14 35305132 35305434 -1
15 40802820 40803125 +1
17 5414200 5414494 -1
2 202959537 202959839 +1
5 173023563 173023865 +1
6 13650763 13650954 +1
8 117955568 117955856 -1
9 36201829 36202127 +1
11 123066352 123066626 +1
2 218236511 218236805 +1
3 177170675 177170899 -1
22 42568690 42568922 +1
12 62559374 62559580 +1
14 90284996 90285294 +1
20 41038703 41039007 +1
11 117257052 117257342 +1
15 75349532 75349822 +1
17 40160211 40160515 +1
17 67882724 67883032 +1
19 3194891 3195195 +1
1 155751267 155751568 +1
1 52065267 52065565 -1
16 28859000 28859243 -1
18 21058598 21058877 -1
19 45017649 45017944 -1
19 9355162 9355461 +1
22 36517755 36518048 -1
3 113770029 113770349 -1
3 48260147 48260401 -1
8 41538708 41538998 -1
14 21266116 21266398 -1
18 26309823 26310122 -1
2 65091530 65091823 -1
2 70236632 70236933 -1
2 85650553 85650830 +1
20 3962712 3962997 -1
3 177112723 177113005 +1
3 47685578 47685886 +1
3 47860207 47860492 -1
4 25841672 25841966 +1
8 116747828 116748180 +1
15 50426943 50427235 -1
15 50684360 50684665 +1
15 92986741 92987035 -1
7 100123848 100124150 +1
11 119004785 119005082 +1
5 172262934 172263230 -1
1 109404038 109404310 +1
1 43758261 43758546 -1
12 101888822 101889102 -1
14 101971085 101971373 -1
19 18517259 18517550 -1
4 39958605 39958907 -1
8 127977449 127977742 +1
12 57486982 57487275 -1
20 530459 530773 -1
22 50395556 50395865 -1
4 39872383 39872669 +1
5 132370953 132371261 -1
9 129510614 129510912 +1
9 33077610 33077903 -1
1 8648244 8648531 -1
17 59825077 59825371 -1
19 19796001 19796281 +1
2 96012436 96012736 -1
2 99407080 99407282 -1
3 126915803 126916000 -1
6 154772407 154772686 +1
 "X" 45828444 45828762 +1
1 151202474 151202768 -1
11 9263196 9263534 -1
16 89516317 89516578 +1
20 63868665 63868948 +1
5 126604274 126604552 -1
12 64630247 64630550 +1
4 48773652 48773931 +1
2 197414733 197415024 +1
8 55777989 55778255 +1
12 49387354 49387662 +1
12 764864 765129 -1
14 105301856 105302172 +1
19 46744393 46744680 -1
19 8372521 8372810 +1
20 48959623 48959896 -1
10 102762922 102763230 +1
11 9291138 9291389 +1
3 136415555 136415842 +1
1 151629586 151629878 -1
17 48080062 48080335 -1
17 80148894 80149157 -1
19 36203577 36203878 -1
7 104991488 104991787 +1
